sickness_name,symptoms
Black hairy tongue,"black color of the tongu  but the color may be brown  green  yellow or white 
a hairi or furri look to the tongu 
chang tast or a metal tast in your mouth 
bad breath 
gag or tickl feel in your mouth  if the papilla are veri larg 
rare  a burn feel on the tongu if hairi black tongu is caus by a yeast or bacteri infect 
you don t know what s caus black hairi tongu and want to talk about what step to take 
you re worri that it might be relat to a health issu 
black hairi tongu doesn t go away even though you brush your teeth and tongu twice a day 
chang in the healthi bacteria or yeast found in the mouth when take antibiot 
poor clean of the mouth and tongu 
dri mouth 
eat a soft diet that doesn t help to rub dead skin cell from your tongu 
regularli use mouthwash that have oxid agent  such as peroxid  that can irrit your mouth 
use tobacco 
drink a lot of coffe or black tea 
regularli drink larg amount of alcohol 
certain medicin 
have a condit that lower your abil to fight infect  such as cancer or 
 
"
Pediatric brain tumors,"headach  which may becom more frequent and more severe
feel of increas pressur in the head
unexplain nausea or vomiting
abrupt onset of vision problem  such doubl vision
a fuller soft spot  fontanel  on the skull in babies
seizur  especi when there s no histori of seizures
abnorm eye movement
slur speech
troubl swallowing
loss of appetit  or in babi  difficulti feeding
difficulti with balance
troubl walking
weak or loss of sensat in an arm or a leg
weak or droop on one side on the face
confus  irritability
memori problems
person or behavior changes
hear problems
"
Binge-eating disorder,"eat unusu larg amount of food in a specif amount of time  such as over a two hour period
feel that your eat behavior is out of control
 even when you re full or not hungry
 rapidli dure bing episodes
 until you re uncomfort full
frequ eat alon or in secret
feel depress  disgust  asham  guilti or upset about your eating
frequ diet  possibl without weight loss
 you re much more like to have an eat disord if your parent or sibl have  or had  an eat disord  thi may indic that inherit gene increas the risk of develop an eat disord 
 mani peopl with bing eat disord have a histori of diet  diet or restrict calori dure the day may trigger an urg to bing eat  especi if you have symptom of depress 
 mani peopl who have bing eat disord feel neg about themselv and their skill and accomplish  trigger for bing can includ stress  poor bodi self imag and the avail of prefer bing food 
poor qualiti of life
problem function at work  with your person life or in social situations
soci isolation
obesity
med condit relat to obes  such as joint problem  heart diseas  type 2 diabet  gastroesophag reflux diseas  gerd  and some sleep relat breath disorders
depression
bipolar disorder
anxiety
subst use disorders
 regardless of bodi shape or size
 who may be in a good posit to identifi earli indic of an eat disord and help prevent it development
"
Congenital heart defects in children,"chest pain 
short of breath 
difficulti exercis 
faint or near faint 
aortic valv stenosi 
aortic valv regurgit 
an enlarg aorta 

    

    

    
 surgeon remov the enlarg section of the aorta locat near the heart  it s replac with a synthet tube  call a graft  which is sewn into place  sometim  onli the enlarg section of the aorta is remov and the aortic valv remain  the aortic valv also can be replac or repair dure thi procedur 

    

    

    
"
IgA nephropathy (Berger disease),"cola  or tea color urin caus by blood  you might notic these color chang after a cold  sore throat or respiratori infect 
blood that can be seen in the urin 
foami urin from protein leak into the urin  thi is call proteinuria 
pain on one or both side of the back below the rib 
swell in the hand and feet call edema 
high blood pressur 
weak and tired 
rash and itchi skin 
muscl cramp 
upset stomach and vomit 
less appetit 
metal tast in the mouth 
confus 
 
 nephropathi is more common in some famili and in certain ethnic group  such as peopl of asian and european descent 
 these includ scar of the liver call cirrhosi and chronic hepat b and c infect 
 eat gluten  a protein found in most grain  trigger thi digest condit 
 these includ 
 and some bacteri infect 
 in north america and western europ  
 nephropathi affect at least twice as mani men as it doe women 
 
 nephropathi is more common in white peopl and peopl of asian descent than it is in black peopl 
 
 nephropathi most often develop between the mid teen and mid 30 
 
 nephropathi appear to run in some famili 
 damag to the kidney from 
 buildup can rais blood pressur  and high blood pressur can do more damag to the kidney 
 high level of cholesterol can rais the risk of a heart attack 
 if the kidney can t filter blood well enough due to buildup of 
  level of wast product rise quickli in the blood  and if kidney function get wors veri quickli  health care profession may use the term rapidli progress glomerulonephr 
 
 nephropathi can caus the kidney to stop work over time  then a treatment call dialysi or a kidney transplant is need to live 
 thi is a group of problem that can be caus by damag to the glomeruli  the problem can includ high urin protein level  low blood protein level  high cholesterol and lipid  and swell of the eyelid  feet and stomach area 
"
Botulism," the harm bacteria thrive and make the toxin in environ with littl oxygen  such as in home can food 
 if these bacteria get into a cut  they can caus a danger infect that make the toxin 
 thi most gener form of botul begin after spore of c  botulinum bacteria grow in a babi s intestin tract  it typic occur in babi between the age of 2 month and 8 month  in rare case  thi form of intestin botul also affect adult 
troubl swallow or speaking
dri mouth
faci weak on both side of the face
blur or doubl vision
droop eyelids
troubl breathing
nausea  vomit and stomach cramps
paralysis
troubl swallow or speaking
faci weak on both side of the face
blur or doubl vision
droop eyelids
troubl breathing
paralysis
constip  which is often the first symptom
floppi movement due to muscl weak and troubl control the head
weak cry
irritability
drooling
droop eyelids
tiredness
troubl suck or feeding
paralysis
difficulti speaking
troubl swallowing
long last weakness
short of breath
pressur cook home can food at 250 degre fahrenheit  121 celsiu  for 20 to 100 minut  depend on the food 
think about boil these food for 10 minut befor serv them 
don t eat preserv food if it contain is bulg or if the food smell bad  but  tast and smell won t alway give away the presenc of c  botulinum  some strain don t make food smell bad or tast unusu 
if you wrap potato in foil befor bake  eat them hot  loosen the foil and store the potato in the refriger   not at room temperatur 
store homemad oil infus with garlic or herb in the refriger  throw them out after four day 
refriger can food after you open them 
"
Benign prostatic hyperplasia (BPH),"your symptom 
the size of your prostat 
other health problem you might have 
frequent or urgent need to pee  also call urin 
pee more often at night 
troubl start to pee 
weak urin stream  or a stream that stop and start 
dribbl at the end of urin 
not be abl to fulli empti the bladder 
urinari tract infect 
not be abl to pee 
blood in the urin 
urinari tract infect 
inflam prostat 
narrow of the urethra  the tube that carri urin out of the bodi 
scar in the bladder neck due to past surgeri 
bladder or kidney stone 
problem with nerv that control the bladder 
cancer of the prostat or bladder 
power pain reliev medicin call opioid 
cold and allergi medicin 
older medicin for depress call tricycl antidepress 
 an enlarg prostat gland rare caus symptom befor age 40  after that  the chanc of have an enlarg prostat and relat symptom start to rise 
 have a blood rel with prostat problem make you more like to have problem with your prostat 
 studi show that diabet might rais the risk of 
  so might heart diseas 
 obes rais the risk of 
  exercis can help lower the risk 
 thi also is call urinari retent  you might need to have a tube call a cathet place into your bladder to drain the urin  some peopl with an enlarg prostat need surgeri to get relief 
 not be abl to fulli empti the bladder can rais the risk of infect in the urinari tract  if you often get 
  you might need surgeri to remov part of the prostat 
 these are most often caus by be unabl to fulli empti the bladder  bladder stone can caus ill  bladder irrit  blood in the urin and block urin flow 
 a bladder that doesn t empti fulli can stretch and weaken over time  as a result  the muscular wall of the bladder no longer squeez properli to forc urin out  and thi make it harder to fulli empti the bladder 
 pressur in the bladder from not be abl to pee can damag the kidney or let bladder infect reach the kidney 
"
Benign peripheral nerve tumor,"swell or a lump under your skin
pain  tingl or numbness
weak or loss of function in the affect area
dizzi or loss of balance
"
Bell's palsy,"rapid onset of mild weak to total paralysi on one side of your face   occur within hour to days
faci droop and difficulti make facial express  such as close your eye or smiling
drooling
pain around the jaw or in or behind your ear on the affect side
increas sensit to sound on the affect side
headache
a loss of taste
chang in the amount of tear and saliva you produce
cold sore and genit herp  herp simplex 
chickenpox and shingl  herp zoster 
infecti mononucleosi  epstein barr 
cytomegaloviru infections
respiratori ill  adenoviru 
german measl  rubella 
mump  mump viru 
flu  influenza b 
hand foot and mouth diseas  coxsackieviru 
are pregnant  especi dure the third trimest  or who are in the first week after give birth
hav an upper respiratori infect  such as the flu or a cold
hav diabetes
hav high blood pressure
hav obesity
irrevers damag to your facial nerv 
irregular regrowth of nerv fiber  thi may result in involuntari contract of certain muscl when you re tri to move other muscl  synkinesi   for exampl  when you smile  the eye on the affect side may close 
partial or complet blind of the eye that won t close  thi is caus by excess dryness and scratch of the clear protect cover of the eye  cornea  
"
Geographic tongue,"smooth  red  irregularli shape patch on the top or side of your tongu  these patch may look like sore 
frequent chang in the locat  size and shape of the patch 
pain or burn feel in some case  most often relat to eat spici or acid food 
 some peopl with geograph tongu have a famili histori of it  so genet factor may rais the risk 
 peopl with geograph tongu often have a condit call fissur tongu  thi is when deep groov  call fissur  appear on the surfac of the tongu 
"
Behcet's disease," pain mouth sore that look similar to canker sore are the most common sign of behcet s diseas  they begin as rais  round lesion in the mouth that quickli turn into pain ulcer  the sore usual heal in one to three week  though they do recur 
 some peopl develop acnelik sore on their bodi  other develop red  rais and tender nodul on their skin  especi on the lower leg 
 red  open sore can occur on the scrotum or the vulva  the sore are usual pain and can leav scar 
 inflamm in the eye  uveiti  caus red  pain and blur vision  typic in both eye  in peopl with behcet s diseas  the condit can come and go 
 joint swell and pain often affect the knee in peopl with behcet s diseas  the ankl  elbow or wrist also might be involv  sign and symptom can last one to three week and go away on their own 
 inflamm in vein and arteri can caus red  pain  and swell in the arm or leg when a blood clot result  inflamm in the larg arteri can lead to complic  such as aneurysm and narrow or blockag of the vessel 
 a varieti of sign and symptom can affect the digest system  includ abdomin pain  diarrhea and bleed 
 inflamm in the brain and nervou system can caus headach  fever  disorient  poor balanc or stroke 
 behcet s diseas commonli affect men and women in their 20 and 30  though children and older adult also can develop the condit 
 peopl from countri in the middl east and east asia  includ turkey  iran  japan and china  are more like to develop behcet s 
 while behcet s diseas occur in both men and women  the diseas is usual more sever in men 
 have certain gene is associ with a higher risk of develop behcet s 
"
Bed-wetting,"your child still wet the bed after age 7 
your child start to wet the bed after a few month of be dri at night 
in addit to wet the bed  your child ha pain when pass urin  is often extra thirsti  ha pink or red urin  ha hard stool  or snore 
 your child s bladder may not be develop enough to hold all the urin made dure the night 
 if the nerv that control the bladder are slow to matur  a full bladder may not wake your child  thi may be especi true if your child is a deep sleeper 
 dure childhood  some kid do not produc enough anti diuret hormon  also call adh  
 slow down how much urin is made dure the night 
 also call a uti  thi infect can make it hard for your child to control the urg to pass urin  symptom may includ bed wet  daytim accid  pass urin often  red or pink urin  and pain when pass urin 
 sometim bed wet is a sign of obstruct sleep apnea  sleep apnea is when a child s breath is interrupt dure sleep  thi is often due to swollen and irrit or enlarg tonsil or adenoid  other symptom may includ snore and be sleepi dure the day 
 for a child who s usual dri at night  bed wet may be the first sign of diabet  other symptom may includ pass larg amount of urin at onc  increas thirst  extrem tired and weight loss in spite of a good appetit 
 a child who is constip doe not have bowel movement often enough  and the stool may be hard and dri  when constip is long term  the muscl involv in pass urin and stool may not work well  thi can be link to bed wet 
 rare  bed wet is relat to a differ in the structur of the urinari tract or nervou system 
 stress event may trigger bed wet  exampl includ have a new babi in the famili  start a new school or sleep away from home 
 if one or both of a child s parent wet the bed as children  their child ha an increas chanc of wet the bed  too 
 bed wet is more common in children who have 
 
guilt and embarrass  which can lead to low self esteem 
loss of opportun for social activ  such as sleepov and camp 
rash on your child s bottom and genit area   especi if your child sleep in wet underwear 
"
Bee sting,"instant  sharp burn pain at the sting site
a red welt at the sting area
slight swell around the sting area
extrem redness
swel at the site of the sting that gradual enlarg over the next day or two
skin reaction  includ hive and itch and flush or pale skin
difficulti breathing
swel of the throat and tongue
a weak  rapid pulse
nausea  vomit or diarrhea
dizzi or fainting
loss of consciousness
nausea  vomit or diarrhea
headache
a feel of spin  vertigo 
convulsions
fever
dizzi or fainting
be sting symptom don t go away within a few days
you ve had other symptom of an allerg respons to a bee sting
you live in an area where bee are especi activ or with beehiv nearby
your work or hobbi requir spend time outside
tak care when drink sweet beverag outsid  wide  open cup may be your best option becaus you can see if a bee is in them  inspect can and straw befor drink from them 
tightli cover food contain and trash can 
clear away garbag  fallen fruit  and dog or other anim fece  fli can attract wasp  
wear close toe shoe when walk outsid 
don t wear bright color or floral print  which can attract bee 
don t wear loos cloth  which can trap bee between the cloth and your skin 
when drive  keep your window roll up 
be care when mow the lawn or trim veget  activ that might arous insect in a beehiv or wasp nest 
have hive and nest near your home remov by a profession 
if a few bee are fli around you  stay calm and slowli walk away from the area  swat at an insect may caus it to sting 
if a bee or wasp sting you  or mani insect start to fli around  cover your mouth and nose and quickli leav the area  when a bee sting  it releas a chemic that attract other bee  if you can  get into a build or close vehicl 
"
Bedsores (pressure ulcers),"unusu chang in skin color or texture
swelling
pu like draining
an area of skin that feel cooler or warmer to the touch than other areas
tend areas
tailbon or buttocks
should blade and spine
back of arm and leg where they rest against the chair
th back or side of the head
th shoulder blades
th hip  lower back or tailbone
th heel  ankl and skin behind the knees

    

    

    
 friction occur when the skin rub against cloth or bed  it can make fragil skin more vulner to injuri  especi if the skin is also moist 
 shear occur when two surfac move in the opposit direct  for exampl  when a bed is elev at the head  you can slide down in bed  as the tailbon move down  the skin over the bone might stay in place   essenti pull in the opposit direct 
 thi might be due to poor health  spinal cord injuri and other caus 
 skin becom more vulner with extend exposur to urin and stool 
 spinal cord injuri  neurolog disord and other condit can result in a loss of sensat  an inabl to feel pain or discomfort can result in not be awar of warn sign and the need to chang posit 
 peopl need enough fluid  calori  protein  vitamin and miner in their daili diet to maintain healthi skin and prevent the breakdown of tissu 
 health problem that can affect blood flow  such as diabet and vascular diseas  can increas the risk of tissu damag such as bedsor 
 cellul is an infect of the skin and connect soft tissu  it can caus warmth  inflamm and swell of the affect area  peopl with nerv damag often do not feel pain in the area affect by cellul 
 an infect from a pressur sore can burrow into joint and bone  joint infect  septic arthriti  can damag cartilag and tissu  bone infect  osteomyel  can reduc the function of joint and limb 
 long term  nonheal wound  marjolin s ulcer  can develop into a type of squamou cell carcinoma 
 
 rare  a skin ulcer lead to sepsi 
 ask for help with reposit about onc an hour 
 if you have enough upper bodi strength  do wheelchair pushup   rais your bodi off the seat by push on the arm of the chair 
 some wheelchair allow you to tilt them  which can reliev pressur 
 use cushion or a special mattress to reliev pressur and help ensur that your bodi is well posit  do not use doughnut cushion  as they can focu pressur on surround tissu 
 if your bed can be elev at the head  rais it no more than 30 degre  thi help prevent shear 
 wash the skin with a gentl cleanser and pat dri  do thi cleans routin regularli to limit the skin s exposur to moistur  urin and stool 
 use moistur barrier cream to protect the skin from urin and stool  chang bed and cloth frequent if need  watch for button on the cloth and wrinkl in the bed that irrit the skin 
 look close at your skin daili for warn sign of a pressur sore 
"
Ureteral obstruction,"pain
chang in how much urin you produc  urin output 
difficulti urinating
blood in the urine
urinari tract infections
high blood pressur  hypertens 
pain so sever that you can t sit still or find a comfort position
pain accompani by nausea and vomiting
pain accompani by fever and chills
blood in your urine
difficulti pass urine
 thi common condit  which is congenit  caus two uret to form on the same kidney  the second uret can be fulli or onli partial develop  if either uret doesn t work properli  urin can back up into the kidney and caus damag 
 thi prevent urin flow  a blockag where the uret and kidney meet  ureteropelv junction  may caus the kidney to swell and eventu stop work  thi condit can be congenit or can develop with typic childhood growth  result from an injuri or scar  or in rare case  develop from a tumor  a blockag where the uret and bladder meet  ureteroves junction  may caus urin to back up into the kidney 
 if a uret is too narrow and doesn t allow urin to flow complet  a tini bulg in the uret  ureterocel  may develop  when a ureterocel develop  it s usual in the section of the uret closest to the bladder  thi can block urin flow and caus urin to back up into the kidney  possibl lead to kidney damag 
 thi rare disord occur when fibrou tissu grow in the area behind the abdomen  the fiber may grow as the result of cancer tumor or from take certain medicin use to treat migrain  the fiber encircl and block the uret  caus urin to back up into the kidney 
kidney stones
cancer and noncancer tumors
blood clots
enlarg lymph nodes
intern tissu growth  such as endometriosi in females
long term swell of the uret wall  usual due to diseas such as tuberculosi or a parasit infect call schistosomiasis
"
Barrett's esophagus,"frequent heartburn and regurgit of stomach contents
difficulti swallow food
less commonli  chest pain
hav chest pain  which may be a symptom of a heart attack
hav difficulti swallowing
ar vomit red blood or blood that look like coffe grounds
ar pass black  tarri or bloodi stools
ar unintent lose weight 
 your odd of have barrett s esophagu increas if you have a famili histori of barrett s esophagu or esophag cancer 
 men are far more like to develop barrett s esophagu 
 white peopl have a greater risk of the diseas than do peopl of other race 
 barrett s esophagu can occur at ani age but is more common in adult over 50 
 have 
 that doesn t get better when take medic known as proton pump inhibitor or have 
 that requir regular medic can increas the risk of barrett s esophagu 
 bodi fat around your abdomen further increas your risk 
"
Body dysmorphic disorder,"be extrem preoccupi with a perceiv flaw in appear that to other can t be seen or appear minor
strong belief that you have a defect in your appear that make you ugli or deformed
belief that other take special notic of your appear in a neg way or mock you
engag in behavior aim at fix or hide the perceiv flaw that are difficult to resist or control  such as frequent check the mirror  groom or skin picking
attempt to hide perceiv flaw with style  makeup or clothes
constantli compar your appear with others
frequ seek reassur about your appear from others
hav perfectionist tendencies
seek cosmet procedur with littl satisfaction
avoid social situations
fac  such as nose  complexion  wrinkl  acn and other blemishes
hair  such as appear  thin and baldness
skin and vein appearance
breast size
muscl size and tone
genitalia
in the u s  call 911 or your local emerg number immedi 
contact a suicid hotlin  in the u s   call or text 988 to reach the 
  avail 24 hour a day  seven day a week  or use the 
  servic are free and confidenti 
call your mental health profession 
seek help from your primari care provid 
reach out to a close friend or love one 
contact a minist  spiritu leader or someon els in your faith commun 
have blood rel with bodi dysmorph disord or obsess compuls disorder
neg life experi  such as childhood teas  neglect or abuse
certain person trait  such as perfectionism
societ pressur or expect of beauty
hav anoth mental health condit  such as anxieti or depression
low self esteem
soci isolation
major depress or other mood disorders
suicid thought or behavior
anxieti disord  includ social anxieti disord  social phobia 
obsess compuls disorder
 disorders
subst misuse
health problem from behavior such as skin picking
phys pain or risk of disfigur due to repeat surgic interventions
"
Inflammatory breast cancer,"rapid chang in the appear of one breast  over the cours of sever weeks
thick  heavi or visibl enlarg of one breast
discolor  give the breast a red  purpl  pink or bruis appearance
unusu warmth of the affect breast
dimpl or ridg on the skin of the affect breast  similar to an orang peel
tend  pain or aching
enlarg lymph node under the arm  abov the collarbon or below the collarbone
flatten or turn inward of the nipple
 women are more like to be diagnos with inflammatori breast cancer than are men   but men can develop inflammatori breast cancer  too 
 inflammatori breast cancer is more frequent diagnos in peopl in their 40 and 50 
 black women have a higher risk of inflammatori breast cancer than do white women 
 peopl who are obes have a greater risk of inflammatori breast cancer compar with those of normal weight 
"
Balance problems,"sens of motion or spin  vertigo 
feel of faint or lightheaded  presyncop 
loss of balanc or unsteadiness
fal or feel like you might fall
feel a float sensat or dizziness
vis chang  such as blurriness
confusion
 
 occur when calcium crystal in your inner ear   which help control your balanc   are dislodg from their normal posit and move elsewher in the inner ear  
 is the most common caus of vertigo in adult  you might experi a spin sensat when turn in bed or tilt your head back to look up 
 thi inflammatori disord  probabl caus by a viru  can affect the nerv in the balanc portion of your inner ear  symptom are often sever and persist  and includ nausea and difficulti walk  symptom can last sever day and gradual improv without treatment  thi is a common disord second to 
 in adult 
 thi disord occur frequent with other type of vertigo  symptom includ unsteadi or a sensat of motion in your head  symptom often worsen when you watch object move  when you read or when you are in a visual complex environ such as a shop mall  thi is the third most common disord in adult 
 in addit to sudden and sever vertigo  menier s diseas can caus fluctuat hear loss and buzz  ring or a feel of full in your ear  the caus of menier s diseas isn t fulli known  menier s diseas is rare and typic develop in peopl who are between the age of 20 and 40 
 dizzi and sensit to motion  vestibular migrain  can occur due to migrain  migrain is a common caus of dizzi 
 thi noncancer  benign   slow grow tumor develop on a nerv that affect your hear and balanc  you might experi dizzi or loss of balanc  but the most common symptom are hear loss and ring in your ear  acoust neuroma is a rare condit 
 also known as herp zoster oticu  thi condit occur when a shingl like infect affect the facial  auditori and vestibular nerv near one of your ear  you might experi vertigo  ear pain  facial weak and hear loss 
 you might experi vertigo due to a concuss or other head injuri 
 you might experi dizzi in boat  car and airplan  or on amus park ride  motion sick is common in peopl with migrain 
 stand or sit up too quickli can caus some peopl to experi a signific drop in their blood pressur  result in feel lighthead or faint 
 abnorm heart rhythm  heart arrhythmia   narrow or block blood vessel  a thicken heart muscl  hypertroph cardiomyopathi   or a decreas in blood volum can reduc blood flow and caus lightheaded or a faint feel 
 abnorm in your inner ear can caus a sensat of a float or heavi head and unsteadi in the dark 
 the damag can lead to difficulti with walk 
 muscl weak and unstabl joint can contribut to your loss of balanc  difficulti with eyesight also can lead to unsteadi 
 loss of balanc or unsteadi can be a side effect of medic 
 these includ cervic spondylosi and parkinson s diseas 
 abnorm of the vestibular system can lead to a sensat of float or other fals sensat of motion 
 depress  major depress disord   anxieti and other psychiatr disord can caus dizzi 
 thi condit often accompani anxieti disord and may caus lightheaded 
 lightheaded can be a side effect of medic 
"
Baker cyst,"swell behind the knee  and sometim in the leg
kne pain
stiff and inabl to fulli flex the knee
inflamm of the knee joint  which can occur with variou type of arthritis
a knee injuri  such as a cartilag tear
sharp pain in the knee
swel in the calf
sometim  red of the calf or a feel of water run down the calf
"
Bad breath," the breakdown of food particl in and around your teeth can lead to more bacteria and caus a foul odor  eat certain food  such as onion  garlic and spice  also can caus bad breath  after you digest these food  they enter your bloodstream  are carri to your lung and affect your breath 
 smoke caus unpleas mouth odor  tobacco user also are more like to have gum diseas  which is anoth sourc of bad breath 
 if you don t brush and floss daili  food particl remain in your mouth  caus bad breath  a colorless  sticki film of bacteria call plaqu form on your teeth  if not brush away  plaqu can irrit your gum  eventu  it can form plaqu fill pocket between your teeth and gum  the earli stage of gum diseas is known as gingiv  late stage gum diseas with bone loss is call periodont  your tongu also can trap bacteria that produc odor  dentur also can collect odor caus bacteria and food particl  as can fix or remov oral applianc such as brace that aren t clean regularli or don t fit properli 
 saliva help cleans your mouth  remov particl that caus bad odor  a condit call dri mouth or xerostomia  zeer o stoe me uh  can be a part of bad breath becaus you produc less saliva  dri mouth natur occur dure sleep  lead to  morn breath   it get wors if you sleep with your mouth open  constant dri mouth can be caus by a problem with the gland that produc saliva and by some diseas 
 some medicin can lead to bad breath by caus dri mouth  the bodi break down other medicin and releas chemic that can be carri on your breath 
 surgic wound after mouth surgeri  such as tooth remov  as well as tooth decay  gum diseas or mouth sore  can caus bad breath 
 small stone that form in the tonsil  call tonsil stone or tonsillolith  are cover with bacteria that can caus bad breath  infect  or constant swell in the nose  sinus or throat  can lead to postnas drip  thi is when fluid from your nose run down the back of your throat  thi condit also can caus bad breath 
 diseas such as some cancer can caus a distinct breath odor  the same is true for disord relat to the bodi s process of break food down into energi  constant heartburn  which is a symptom of gastroesophag reflux diseas or gerd  can lead to bad breath  a foreign bodi  such as a piec of food lodg in a nostril  can caus bad breath in young children 
"
Bags under eyes,"mild swelling
saggi or loos skin
dark circles
aging
fluid retent  especi upon wake or after a salti meal
lack of sleep
allergies
smoking
genet   under eye bag can run in families
med condit  such as dermat  dermatomyos  renal diseas and thyroid eye disease
"
Back pain,"last longer than a few week 
i sever and doesn t improv with rest 
spread down one or both leg  especi if the pain goe below the knee 
caus weak  numb  or tingl in one or both leg 
i pair with unexplain weight loss 
caus new bowel or bladder problem 
i accompani by a fever 
follow a fall  blow to the back or other injuri 
 repeat heavi lift or a sudden awkward movement can strain back muscl and spinal ligament  for peopl in poor physic condit  constant strain on the back can caus pain muscl spasm 
 disk act as cushion between the bone in the spine  the soft materi insid a disk can bulg or ruptur and press on a nerv  howev  a bulg or ruptur disk might not caus back pain  disk diseas is often found on spine x ray  
 scan or 
 done for anoth reason 
 osteoarthr can affect the lower back  in some case  arthriti in the spine can lead to a narrow of the space around the spinal cord  a condit call spinal stenosi 
 the spine s vertebra can develop pain break if the bone becom porou and brittl 
 thi inflammatori diseas can caus some of the bone in the spine to fuse  thi make the spine less flexibl 
 back pain is more common with age  start around age 30 or 40 
 weak  unus muscl in the back and abdomen might lead to back pain 
 excess bodi weight put extra stress on the back 
 some type of arthriti and cancer can contribut to back pain 
 use the back instead of the leg can lead to back pain 
 peopl prone to depress and anxieti appear to have a greater risk of back pain  stress can caus muscl tension  which can contribut to back pain 
 smoker have increas rate of back pain  thi may occur becaus smoke caus cough  which can lead to herniat disk  smoke also can decreas blood flow to the spine and increas the risk of osteoporosi 
 regular low impact aerob activ   those that don t strain or jolt the back   can increas strength and endur in the back and allow the muscl to work better  walk  bicycl and swim are good choic  talk with your health care provid about which activ to tri 
 abdomin and back muscl exercis  which strengthen the core  help condit these muscl so that they work togeth to support the back 
 be overweight strain back muscl 
 smoke increas the risk of low back pain  the risk increas with the number of cigarett smoke per day  so quit should help reduc thi risk 
 don t slouch  maintain a neutral pelvic posit  when stand for long period  place one foot on a low footstool to take some of the load off the lower back  altern feet  good postur can reduc the stress on back muscl 
 choos a seat with good lower back support  armrest and a swivel base  place a pillow or roll towel in the small of the back can maintain it normal curv  keep knee and hip level  chang posit frequent  at least everi half hour 
 avoid heavi lift  if possibl  if you must lift someth heavi  let your leg do the work  keep your back straight   no twist   and bend onli at the knee  hold the load close to your bodi  find a lift partner if the object is heavi or awkward 
"
Asthma attack,"short of breath 
chest tight or pain 
cough 
wheez 
gasp for breath 
difficulti speak becaus of short of breath 
strain of chest muscl to breath 
wors symptom when lie on the back 
sever sweat 
 the green zone of the plan is for time you are feel well and have no asthma symptom  the plan tell you what dose of long term control medicin to take everi day  it also tell you how mani puff of a quick relief inhal to take befor you exercis  if you use a peak flow meter  read should be 80  or higher of your best 
 the yellow zone tell you what to do if you have asthma symptom  it explain when to use a quick relief inhal and how mani puff to take  it also describ what to do if your symptom don t improv and when to call your care team  peak flow read are 50  to 79  of your best 
 the red zone tell you to get emerg care when symptom are sever or if symptom worsen or don t improv after use a quick relief inhal  peak flow read are below 50  of your person best 
allerg reaction to pollen  pet  mold  cockroach and dust mite 
cold  the flu or other ill affect the nose  mouth and throat 
tobacco smoke 
cold  dri air    
exercis 
a condit call gastroesophag reflux diseas  gerd  that result in stomach acid enter the tube between the mouth and stomach 
pollut or irrit chemic in the air 
pain reliev  such as aspirin and nonsteroid anti inflammatori  and some other medicin 
depress or anxieti 
poorli control allergi 
exposur to trigger in the environ 
not take daili asthma medicin 
incorrect use of inhal 
long last depress or anxieti 
other long term ill  such as heart diseas or diabet 
miss day of school or work 
frequent emerg or urgent care visit 
interrupt sleep 
limit on regular exercis or recreat activ 
take your long term asthma control medicin everi day 
take peak flow read as direct 
take your quick relief medicin befor exercis as direct 
use quick relief medicin as state in your plan 
keep track of how often you use quick relief medicin 
avoid trigger as much as possibl 
stay indoor when there are poor air qualiti warn 
get test for possibl allergi and take allergi medicin as direct 
wash your hand frequent to lower the risk of get a cold or the flu 
keep current on vaccin  includ annual flu and covid 19 shot  and other recommend by your healthcar profession 
get treatment for depress  anxieti or relat condit 
if you smoke  quit 
wear a mask while clean 
cover your mouth with a scarf or mask on cold day 
"
