waldenstrom's macroglobulinemia,"['headaches', 'night sweats', 'lack appetite weight loss without trying', 'frequent infections', 'fevers', 'swollen belly lymph nodes', 'confusion dizziness clumsiness', 'shortness breath', 'changes vision blurriness', 'numbness tingling hands feet']"
thyroid cancer,"['neck throat pain', 'lump neck', 'difficulty swallowing', 'vocal changes hoarseness', 'cough']"
thrombophlebitis,"['one leg seems warmer swollen red painful irritated', 'affected limb becomes pale cold start feeling chills fever', 'sudden coughing may bring blood', 'sharp chest pain chest tightness', 'pain shoulder arm back jaw', 'rapid breathing shortness breath', 'pain breathe', 'severe lightheadedness', 'fast heartbeat']"
tenosynovitis,"['shoulder', 'upper arm', 'forearm', 'hands fingers', 'knee', 'achilles thick ropey tissue runs', 'pain', 'catching clicking use', 'symptoms typically worsen try squeeze grab something turn wrist']"
geographic tongue,"['ask move tongue different directions', 'touch tongue feel changes texture', 'check tenderness', 'see signs infection swollen lymph nodes neck']"
tendinosis,"['pain site tendon surrounding area pain may gradually build sudden severe especially', 'loss motion shoulder called adhesive capsulitis frozen shoulder']"
tonsillitis,"['throat pain tenderness', 'fever', 'red tonsils', 'white yellow coating tonsils', 'painful blisters ulcers throat', 'headache', 'loss appetite', 'ear pain', 'trouble swallowing', 'swollen glands', 'fever chills', 'bad breath', 'scratchy muffled voice', 'stiff neck', 'upset stomach', 'vomiting', 'stomach pain', 'drooling', 'wanting eat swallow']"
teething,"['swollen tender gums', 'fussiness crying', 'slightly raised temperature less 101', 'gnawing wanting chew hard things', 'lots drool cause rash face', 'coughing', 'rubbing cheek pulling ear', 'bringing hands mouth', 'changes eating sleeping patterns']"
thrombocytopenia (low platelet count),"['blood smear look platelets microscope see healthy', 'tests check blood clots way']"
tmj disorder,"['tmj pain tenderness face jaw joint area neck shoulders around ears chew speak open', 'problems try open mouth wide', 'jaws get stuck lock open closed mouth position', 'jaw clicking popping grating sounds joint open close mouth chew may may painful', 'tired feeling face', 'trouble chewing sudden uncomfortable bite upper lower', 'swelling side face', 'toothaches', 'earaches', 'hearing problems ringing ears tinnitus', 'headaches migraine', 'dizziness', 'numbness tingling fingers']"
childhood depression,"['changes appetite either increased appetite decreased', 'changes sleep sleeplessness excessive', 'continuous feelings sadness hopelessness', 'difficulty concentrating', 'fatigue', 'feelings worthlessness guilt', 'impaired thinking concentration', 'increased sensitivity rejection', 'irritability anger', 'loss interest hobbies interests', 'physical complaints stomachaches headaches respond treatment', 'reduced ability function events activities home friends school extracurricular activities involved hobbies interests', 'social withdrawal', 'thoughts death', 'vocal outbursts crying']"
felty's syndrome,"['drugs', 'drugs affect', 'drugs stimulate white blood cells granulocyte colony stimulating factor csf help increase number white blood cells help fight infection', 'home care doctor tell much physical activity rest need heating pad may help mild aches pains nonsteroidal anti inflammatory drug nsaid', 'surgery severe treatments work doctor may recommend spleen taken could return red white blood cells normal levels may lower risk infection indefinite amount time']"
congenital heart disease explained,"['bluish tint', 'fast', 'poor weight gain', 'lung', 'inability']"
spinal muscular atrophy,"['baby missed developmental milestones holding head rolling', 'child trouble sitting standing', 'seen child trouble', 'first notice symptoms', 'anyone family similar symptoms', 'nerve tests electromyogram emg', 'mri', 'muscle tissue biopsy', 'breathing', 'swallowing nutrition', 'movement', 'back issues']"
spinal stenosis,"['sciatica', 'foot drop', 'hard time standing walking', 'loss', 'radiculopathy', 'myelopathy', 'cauda equina syndrome', 'exercise', 'apply heat cold', 'practice good posture', 'lose weight', 'numbness', 'weakness', 'problems balance', 'loss bladder bowel control', 'paralysis']"
brown recluse spiders,"['clean soap water', 'apply', 'bitten arm leg keep raised resting reduce swelling', 'put ice', 'take counter pain medicine', 'watch severe symptoms', 'bite formed ulcer blister dark blue purple black center', 'extreme pain', 'infection site bite', 'trouble breathing']"
tuberculosis (tb),"['cough lasts weeks', 'chest pain', 'coughing blood', 'feeling tired time', 'night sweats', 'chills', 'fever', 'loss appetite', 'weight loss', 'inactive move slowly', 'bulge soft spot head', 'fussy', 'throw trouble feeding']"
smallpox,"['flu', 'headache', 'body aches', 'intense', 'high fever', 'mouth', 'rash starts flat red sores become raised bumps days later', 'bumps turn fluid filled blisters', 'crust usually second week smallpox', 'scabs form blisters fall usually third week disease cause permanent scars', 'blindness happen blisters form near']"
vascular dementia,"['problems short term memory', 'wandering getting lost familiar surroundings', 'laughing crying inappropriate times', 'trouble concentrating planning following activities', 'trouble managing money', 'inability follow instructions', 'loss', 'hallucinations']"
sarcoma,"['pain affected bone may worse night', 'swelling often starts weeks pain', 'limp sarcoma leg']"
small lymphocytic lymphoma,"['painless swelling neck', 'loss appetite', 'fatigue', 'night sweats', 'fever', 'weight loss']"
social anxiety disorder social phobia,"['rapid heartbeat', 'muscle tension', 'dizziness', 'blushing', 'crying', 'sweating', 'stomach trouble diarrhea', 'inability catch breath', 'body sensation']"
hip impingement,"['ray test produces images internal structures film rays show irregularities shape ball top thigh bone excess bone around rim socket', 'magnetic resonance imaging mri procedure uses large magnets radio waves computer produce detailed pictures tissues inside body mri show fraying tears cartilage including runs along rim socket labrum', 'scan technique combines special ray equipment sophisticated computers produce multiple images pictures inside body images examined computer printed transferred mri scan help doctor decide whether need surgery']"
sjogren's syndrome,"['age', 'sex', 'autoimmune issues', 'dry throat lips', 'dryness nose', 'change taste smell', 'swollen glands neck face', 'skin rashes sensitivity light', 'dry cough shortness breath', 'feeling tired', 'trouble concentrating remembering things', 'headache', 'dryness', 'swelling pain stiffness joints', 'muscle pain weakness', 'acid reflux stomach', 'numbness tingling parts body', 'trouble breathing']"
short bowel syndrome,"['blood', 'stool exam', 'rays chest belly', 'upper series also called barium ray drink special liquid coats throat', 'scan powerful ray makes detailed pictures inside body', 'ultrasound', 'bone density test', 'liver biopsy', 'feeling', 'symptoms begin', 'medical conditions', 'energy levels', 'diarrhea', 'problems eat certain foods', 'makes symptoms better makes worse', 'mild cases may need several small meals day along extra fluids vitamins minerals doctor probably also give medicine diarrhea', 'treatment moderate cases time time may need extra fluids minerals', 'serious cases may get feeding tube instead eating meals may tube placed directly stomach small intestine condition improves enough stop tube feedings', 'severe cases people need feeding tubes time', 'know eat', 'stay active', 'ask help', 'learn others']"
shaken baby syndrome,"['broken ribs bones', 'spinal cord neck injury', 'bleeding brain']"
know saw palmetto bph,"['may need get less often night pee', 'improve flow', 'ease']"
sars,"['chills', 'muscle aches']"
sarcoidosis,"['tender reddish bumps patches', 'red teary', 'swollen painful joints', 'enlarged tender lymph glands neck armpits groin', 'enlarged lymph glands chest around', 'hoarse voice', 'pain hands feet bony areas due formation cysts abnormal sac like growth bones', 'kidney stone formation', 'enlarged liver', 'development abnormal missed', 'nervous system effects including', 'chest rays', 'hrct scan high resolution provide even detailed look lungs lymph nodes provided chest ray', 'pulmonary function breathing tests', 'bronchoscopy']"
salmonella (salmonellosis),"['cramps stomach', 'bloody', 'diarrhea', 'cold', 'fever', 'headache', 'upset stomach', 'throwing', 'bloody poop', 'ongoing high fever', 'dehydration']"
shigella,"['nausea', 'vomiting', 'fever', 'cramping stomach abdominal area', 'tenesmus feeling need bathroom even nothing left intestines', 'diarrhea severe especially spot', 'fever']"
guide sexually transmitted diseases,"['bumps sores', 'swelling redness near penis vagina', 'skin rash', 'painful', 'lower', 'fever', 'painful urination', 'weight loss', 'aches pains fever', 'yellowing skin', 'discharge penis vagina', 'bleeding vagina monthly period', 'painful sex', 'severe', 'chlamydia', 'hiv', 'hepatitis', 'hepatitis', 'gonorrhea', 'human papillomavirus', 'syphilis']"
psychosis,"['auditory hallucinations hearing voices one around', 'tactile hallucinations strange sensations feelings explain', 'visual hallucinations see people things think shape things looks wrong', 'olfactory hallucinations smell odors one else', 'gustatory hallucinations taste things nothing mouth', 'outside forces control feelings actions', 'small events comments huge meaning', 'special powers special mission actually god', 'suddenly losing train thought conversation task', 'speaking quickly', 'talking constantly', 'cognitive behavioral therapy cbt', 'supportive psychotherapy', 'cognitive enhancement therapy', 'family psychoeducation support', 'coordinated specialty care csc']"
manage treat rosacea,"['middle aged older adults', 'women', 'light skinned people doctors may overlook people darker skin skin tone hide discolored skin', 'erythematotelangiectatic rosacea', 'papulopustular rosacea', 'phymatous rosacea', 'ocular rosacea', 'stinging burning skin', 'red pus filled bumps may resemble pimples', 'patches rough dry skin', 'swollen bulb shaped nose', 'larger pores', 'broken blood vessels eyelids', 'bumps eyelids', 'problems vision']"
blood thinner,"['blurred vision', 'chest pain', 'severe weakness dizziness', 'tingly hands feet face', 'move', 'swollen red arms calves feet']"
help epilepsy work,"['black', 'lose control bowels bladder', 'stare space', 'fall suddenly', 'get stiff muscles', 'bite tongue']"
restless legs syndrome (rls),"['leg massages', 'hot baths', 'heating pads', 'dopaminergic drugs act neurotransmitter dopamine brain fda approved pramipexole mirapex ropinirole requip rotigotine neupro moderate severe rls', 'parkinson disease drug carbidopa levodopa sinemet occasionally prescribed', 'benzodiazepines type sedative may help sleep cause daytime drowsiness', 'narcotic', 'anticonvulsant anti seizure drugs carbamazepine tegretol gabapentin neurontin gabapentin enacarbil horizant pregabalin lyrica', 'cut caffeine', 'drink alcohol cut back', 'stop smoking least cut back', 'bed get time day including weekends', 'exercise regularly moderately heavy', 'apply heat ice soak hot bath']"
severe hearing loss,"['often feel people speaking quietly mumbling', 'hard hear someone speak loud noisy place', 'long noticed problem', 'medical conditions', 'members family hearing loss']"
know food poisoning,"['severe belly pain', 'fever', 'bloody diarrhea dark stools', 'vomiting prolonged bloody', 'signs dehydration']"
measles,"['runny nose', 'red', 'sore throat', 'tiny white bumps']"
rabson-mendenhall syndrome,"['head face', 'nails', 'skin', 'teeth', 'larger organs normal including', 'much', 'slow growth birth', 'swelling belly', 'little', 'weak muscles', 'cysts', 'diabetes', 'kidney', 'biguanides', 'leptin', 'recombinant insulin like growth factor rhigf']"
rectal prolapse,"['feeling bulge outside anus', 'seeing red mass outside anal opening', 'pain', 'anal itching', 'constipation', 'able control poop fecal incontinence', 'bleeding rectum', 'leaking blood poop mucus anus']"
rabies,"['inability', 'anxiety', 'confusion', 'slight partial paralysis', 'hyperactivity', 'easily agitated', 'hallucinations', 'salivating usual', 'difficulty swallowing']"
pms,"['talk therapy way feel better learn new skills overcome challenges talking', 'counter otc medicines', 'prescription medications']"
primary immunodeficiency,"['four infections year ears lungs skin eyes mouth private parts', 'needs get antibiotics infections', 'gets one severe fast moving illness like septicemia', 'antibiotics work well', 'gets pneumonia year']"
treat prevent folliculitis,"['groups small bumps like pimples whiteheads', 'blisters', 'large areas swollen skin may leak pus', 'clean infected area', 'use salt', 'try gels creams washes', 'change habits', 'apply warm compresses', 'try scratch', 'squeeze pop cut open bumps']"
posttraumatic stress disorder (ptsd),"['selective serotonin reuptake inhibitors ssris', 'tricyclic', 'mood stabilizers', 'atypical antipsychotics', 'cognitive behavioral therapy', 'prolonged exposure therapy', 'psychodynamic therapy', 'family therapy', 'group therapy', 'eye desensitization reprocessing emdr']"
pompe disease,"['feeling weak legs trunk arms', 'shortness breath hard time exercising', 'trouble breathing sleep', 'big curve spine', 'enlarged liver', 'enlarged tongue makes hard chew swallow', 'stiff joints', 'feel weak fall often trouble walking running climbing stairs standing', 'hard time breathing especially night lie', 'get headaches morning', 'often tired day', 'child kinds health problems', 'anyone else family troubles like', 'check sample muscle see much glycogen', 'check', 'look genetic problem causes pompe disease', 'cardiologist heart doctor', 'neurologist treats', 'respiratory therapist help lungs breathing', 'nutritionist help eat stay healthy']"
preeclampsia,"['sudden weight gain days large increase bodily fluid', 'shoulder pain', 'belly pain especially upper right side', 'severe headaches', 'change reflexes mental state', 'peeing less', 'dizziness', 'trouble breathing', 'severe vomiting', 'vision changes like flashing lights floaters blurry vision', 'blurry vision', 'chest belly pain', 'headache', 'fatigue', 'upset stomach vomiting', 'swelling face hands', 'bleeding gums nose']"
relapsed/recurrent multiple myeloma,"['bone', 'bone breaks', 'fever', 'fatigue', 'weight loss', 'easy bruising', 'trouble breathing', 'weakness arms legs']"
paroxysmal nocturnal hemoglobinuria (pnh),"['broken red blood cells', 'red blood cells cause anemia', 'blood clots veins', 'feel tired weak', 'headaches', 'feel short breath', 'irregular heartbeat', 'belly pain', 'trouble swallowing', 'pale yellowish skin', 'bruise easily', 'men may trouble getting keeping erection', 'red painful swollen area', 'sore warm swollen limb', 'pain', 'ulcers bleeding', 'bad headache without vomiting', 'seizures', 'trouble moving talking seeing', 'trouble breathing', 'sharp chest pain', 'coughing blood', 'sweating', 'noticed blood urine', 'medications take', 'signs blood clots', 'stomach digestive problems', 'tested aplastic anemia bone marrow disorder', 'folic acid help bone marrow make normal blood cells', 'iron supplements make red blood cells', 'eculizumab', 'ravulizumab', 'pegcetacoplan']"
anemia diagnosis,"['complete blood count', 'blood iron level serum', 'levels', 'special blood tests detect rare causes anemia immune attack red blood cells red blood cell fragility defects enzymes hemoglobin clotting', 'reticulocyte count']"
pelvic inflammatory disease,"['pain lower belly pelvis', 'heavy discharge vagina unpleasant odor', 'bleeding usual period', 'bleeding periods', 'pain', 'fever chills', 'pain pee hard time going', 'throwing feeling like going throw', 'taking antibiotics symptoms improving doctor might ask take tests figure', 'need take antibiotics able keep pills instance doctor want get antibiotics directly body intravenous fluids', 'developed called tubo ovarian', 'sick stomach vomiting running high fever doctor might able rule another abdominal problem appendicitis']"
oral cancer,"['swellings thickenings lumps bumps rough spots crusts eroded areas lips gums cheek areas inside', 'velvety white red speckled white red patches mouth', 'unexplained bleeding mouth', 'unexplained numbness loss feeling pain tenderness area face mouth neck', 'persistent sores face neck mouth bleed easily heal within weeks', 'soreness feeling something caught back throat', 'difficulty chewing swallowing speaking moving jaw tongue', 'hoarseness chronic', 'ear pain', 'swelling', 'change way', 'dramatic weight loss']"
neuromyelitis optica,"['optic neuritis', 'transverse myelitis']"
obsessive-compulsive disorder (ocd),"['psychotherapy', 'relaxation', 'medication', 'neuromodulation']"
fatty liver,"['swollen belly', 'enlarged', 'larger normal breasts men', 'red palms', 'skin', 'nausea weight loss loss appetite', 'tiredness mental confusion', 'check body signs liver problems enlarged liver jaundice', 'check height weight calculate body mass index bmi bmi determines much weigh based height']"
surgery fixes perforated nasal septum,"['cautery treatment nosebleeds', 'certain diseases including', 'damage nose like breaking even picking much', 'infections', 'using drugs nose often ranging counter nasal sprays']"
heart disease hypertrophic cardiomyopathy,"['chest pain', 'shortness breath dyspnea', 'fatigue', 'fainting', 'palpitations fluttering chest', 'sudden death']"
opportunistic infections get hiv,"['fever days', 'bad diarrhea', 'weight loss', 'change vision', 'problems mouth skin breathing']"
syringomyelia,"['curving', 'changes loss bowel', 'heavy', 'able feel hot cold fingers hands arms upper chest', 'loss reflexes', 'muscle stiffness may make hard walk', 'muscle weakness especially arms hands shoulders', 'feeling numbness tingling burning piercing', 'pain neck shoulders sometimes arms hands', 'paralysis', 'headaches', 'sexual problems', 'swings', 'twitches', 'uncoordinated movements']"
ticks diseases spread,"['brain nervous system', 'joint pain away', 'heart', 'problems memory thinking clearly']"
mitral valve regurgitation,"['heart palpitations', 'coughing', 'fatigue', 'shortness breath', 'rapid', 'chest pain']"
period random,"['miss three periods year', 'get period often every days', 'get period less often every days', 'bleeding heavily usual period', 'bleed days']"
turner syndrome,"['growth spurts expected times childhood', 'shorter height might expected based parents height', 'learning disabilities', 'inability puberty normally ovarian failure', 'loss menstrual cycles', 'infertility']"
metastatic melanoma,"['ipilimumab', 'nivolumab', 'interferon']"
thrombocytopenia (low platelet count),"['bleeding', 'blotches bruises', 'red flat spots skin', 'fatigue', 'enlarged spleen', 'blood platelet transfusions', 'medicines', 'surgery', 'plasma exchange', 'happens thrombocytopenia']"
connective tissue disease,"['curved spine', 'weak', 'bleeding gums', 'problems lungs', 'blue gray tint whites eyes', 'thin skin', 'curved spine', 'breathing problems', 'hearing loss', 'teeth']"
miscarriage,"['bleeding goes light heavy', 'severe cramps', 'belly', 'weakness', 'worsening severe', 'fever', 'weight loss', 'white pink', 'contractions', 'tissue looks like', 'fewer']"
nausea,"['gallbladder disease', 'food poisoning', 'infections', 'ulcers', 'bulimia psychological illnesses', 'gastroparesis', 'motion sickness seasickness', 'early', 'ingesting something toxic', 'reaction medicines', 'intense pain', 'emotional stress fear', 'drinking much alcohol', 'using illicit drugs', 'overeating', 'reactions certain smells odors', 'food poisoning', 'milk allergy', 'motion sickness', 'overeating feeding', 'coughing', 'illnesses give child', 'aura visual sensory symptoms like hallucinations numbness muscle weakness', 'sensitivity light', 'change mood behavior', 'dry lips mouth', 'sunken', 'rapid breathing pulse']"
morning sickness,"['nausea without vomiting', 'nausea comes morning resurface time day', 'feeling sick smelling certain foods odors', 'nausea eating especially spicy foods', 'nausea vomiting brought heat severe salivation']"
pseudomyxoma peritonei,"['belly', 'changes bowel habits', 'enlarged ovary women', 'hernia', 'poor appetite', 'swollen belly', 'weight gain bigger waist size']"
mesothelioma,"['weight loss', 'swelling pain abdomen', 'blood clotting abnormalities', 'bowel obstruction', 'anemia', 'fever']"
amyotrophic lateral sclerosis (als),"['muscle twitching arm leg shoulder tongue', 'muscle cramps especially hands feet', 'muscle tightness stiffness', 'weakness hands arm leg one side body', 'trouble speaking loudly', 'slurred speech', 'problems chewing swallowing', 'trip fall often', 'drop things lot', 'lose weight', 'drool choke liquid', 'feel tired time', 'trouble controlling facial expressions', 'laugh cry without meaning', 'friends family', 'others als', 'psychologists psychiatrists', 'social workers', 'spiritual grief counselors']"
low blood pressure (hypotension),"['postural hypotension', 'neurally mediated hypotension', 'postprandial hypotension', 'multiple system atrophy orthostatic hypotension']"
listeria,"['headache', 'stiff neck', 'confusion', 'loss balance', 'convulsions', 'headache', 'fever', 'achy muscles', 'back pain']"
hypokalemia,"['weakness', 'fatigue', 'muscle cramps', 'constipation', 'arrhythmia']"
lissencephaly,"['difficulty swallowing', 'muscle spasms', 'severe mental physical challenges']"
bipolar disorder,"['feeling excited joyful like high', 'feeling touchy cranky', 'acting rude hostile toward others', 'fast racing thoughts', 'feeling extra talented special powerful important grandiose beliefs', 'feeling like harmed', 'increased sex drive', 'talking faster louder usual', 'feeling jumpy', 'feeling energetic active usual', 'acting impulse like spending way money usual', 'increase risk taking instance overusing drugs alcohol putting harm way', 'feeling like need less sleep due high energy', 'feeling happy excited', 'feeling productive usual', 'getting easily distracted', 'getting obsessed interest activity', 'finding hard sit still instance pacing fidgeting', 'higher self esteem usual', 'talking faster usual others may hard time getting word', 'lots thoughts', 'acting impulse things may regret later', 'sleeping lot still feeling rested', 'begin feeling depressed call doctor explain symptoms ask see soon possible', 'thoughts hurting call text 988 reach 988 suicide crisis lifeline free open hours day days week', 'feel someone else immediate danger call 911 get emergency room soon', 'mood stabilizers', 'antidepressants', 'anticonvulsants', 'antipsychotics', 'cognitive behavioral therapy cbt', 'interpersonal social rhythm therapy', 'psychoeducation', 'family therapy', 'know early signs mood episode', 'find ways deal stress', 'get moving', 'keep routine', 'avoid drugs alcohol', 'find support system', 'stick treatment even feel good']"
oral lichen planus,"['topical ointment gel', 'systemic medications']"
paget's disease breast,"['tingling', 'itching', 'sensitivity', 'burning', 'pain', 'bloody yellowish discharge nipple', 'oozing bleeding areas', 'nipple looks flattened breast', 'thickened skin nipple area', 'lump mass breast']"
management back pain,"['cervical vertebrae', 'thoracic vertebrae', 'lumbar vertebrae']"
lazy eye (amblyopia),"['trouble telling near far away something depth perception', 'squinting shutting one eye', 'head tilting']"
liposarcoma,"['new growing lump beneath skin especially around behind knees thighs', 'pain swelling', 'weakness arm leg lump', 'feeling full soon start eating', 'constipation', 'poop blood looks black tarry', 'cramping', 'bloody vomit', 'belly gets larger', 'scan mri help doctor see size scope tumor', 'biopsy involves removing small piece tumor test cancer cells']"
psoriasis,"['oregon grape topical creams', 'humidity', 'capsaicin topical creams', 'omega fatty acids', 'aloe vera', 'oat baths', 'anxiety', 'depression', 'sexual dysfunction', 'substance use disorders', 'sleep disorders', 'eating disorders', 'psychosis']"
nystagmus,"['ear exam', 'neurological exam', 'brain', 'brain', 'recording eye movement']"
tardive dyskinesia,"['lower dose', 'add another medication counteract movements', 'switch different drug', 'cerebral palsy', 'huntington disease', 'parkinson disease', 'stroke', 'tourette syndrome', 'blood', 'imaging scans brain mri scan']"
asthma common triggers explained,"['eggs', 'cow milk', 'peanuts', 'tree nuts', 'soy', 'wheat', 'fish', 'shrimp shellfish', 'salads', 'fresh fruits', 'aspirin', 'beta blockers', 'ace inhibitors']"
labyrinthitis,"['blurry', 'feeling unbalanced like fall', 'feeling lightheaded like floating', 'nausea vomiting', 'ringing ears']"
lam lung disease (lymphangioleiomyomatosis),"['chylous ascites flow lymph blocked errant muscle cells chyle milky lymph fluid builds belly', 'angiomyolipomas noncancerous tumors may grow']"
torticollis,"['child head tilts one side chin pointed opposite', 'head turn side side easily', 'feel soft lump baby neck muscle dangerous usually goes away within months', 'baby prefers look shoulder', 'baby trouble', 'baby works hard turn toward struggles turn head way becomes upset movement hard', 'might start getting flat head one sides lying one position time called positional plagiocephaly', 'one baby shoulders higher', 'baby muscle tightness stiffness', 'baby swollen neck muscles', 'notice baby uneven facial features example one eye might appear lower']"
interstitial cystitis,"['retrain bladder hold urine example feel need pee every minutes try stretch minutes', 'cut stress trigger taking minutes day something start stretch read book relaxation techniques talking friend meditation may help', 'wear loose clothing tight clothes put pressure bladder', 'low impact', 'change eat drink avoid triggers see examples possible trigger foods drinks', 'smoke quit', 'citrus fruits like oranges lemons', 'tomatoes', 'chocolate', 'caffeinated drinks like coffee sodas', 'carbonated drinks', 'alcohol', 'spicy foods', 'artificial sweeteners', 'neurostimulation', 'onabotulinumtoxina']"
hunter syndrome (mps ii),"['joint problems make hard move', 'numbness weakness tingling hands', 'lot', 'breathing problems', 'hearing loss', 'trouble walking weak muscles', 'bowel problems', 'heart', 'enlarged', 'bone thickening', 'trouble thinking learning time years old', 'trouble talking', 'behavior problems hard time sitting still aggression', 'high levels certain sugar urine', 'active missing protein', 'abnormal gene']"
neutropenia,"['sore throat', 'swollen lymph nodes', 'ulcers', 'burning sensation pee urgent frequent need pee', 'diarrhea', 'swollen areas filled pus abscesses', 'pain swelling rash infection', 'long lasting wounds', 'fatigue', 'neutrophil count goes', 'duration severe neutropenia gets longer']"
alcohol use disorder,"['shaking tremors', 'seeing feeling things really', 'seizures']"
remove tick,"['chills', 'fever', 'headache', 'muscle aches', 'rash']"
horner syndrome,"['sweat one side face', 'droopy upper eyelid', 'lower eyelid slightly raised inverse ptosis', 'small pupil black circle middle eye miosis', 'pupils different sizes anisocoria', 'pupil open dilate widely slow open dim light', 'sunken bloodshot']"
progeria,"['slow height weight growth', 'bigger head', 'large', 'small lower jaw', 'thin nose beaked tip', 'ears stick', 'veins see', 'slow abnormal', 'high pitched voice', 'loss body fat muscle', 'hair loss', 'thin wrinkled skin shows spots']"
asthma peak flow meter,"['twice day two three weeks asthma good control', 'time morning early evening', 'instructed doctor asthma care provider']"
homocystinuria,"['pale', 'abnormally shaped chest', 'slow', 'severe', 'tall slender build', 'long skinny fingers', 'weak bones', 'blood clots', 'seizures', 'developmental delays', 'learning disabilities', 'behavior emotional problems']"
hospice care,"['chaplain spiritual services loved ones', 'social work counseling', 'medicine ease pain', 'medical equipment supplies', 'advice eating', 'physical speech therapy', 'counseling loved ones']"
allergies,"['airborne allergens', 'certain foods', 'insect stings', 'medications', 'latex', 'nasal passages lungs', 'mouth', 'skin', 'absorption insect sting', 'itchy watery', 'sneezing', 'itchy', 'feeling tired ill', 'rashes', 'tingling mouth', 'swelling lips tongue face throat', 'hives', 'stomach', 'anaphylaxis', 'swelling redness pain site sting', 'itching hives', 'chest discomfort tightness', 'coughing', 'anaphylaxis', 'belly pain', 'anxiety', 'chest tightness', 'coughing', 'diarrhea', 'hard time breathing swallowing', 'dizziness', 'swelling face eyes tongue', 'anaphylaxis']"
autoimmune hemolytic anemia,"['chills', 'fast heartbeat known', 'pale', 'shortness breath', 'weakness', 'chest pain', 'yellow skin whites', 'dark urine', 'feeling abdominal fullness related enlarged spleen', 'cold hands feet', 'bluish reddish color hands feet', 'headache', 'digestive problems', 'pain back legs', 'number red blood cells white blood cells platelets', 'size red blood cells', 'much space red blood cells take blood hematocrit']"
hiatal hernia,"['heartburn gastroesophageal reflux disease gerd', 'chest pain', 'bloating', 'burping', 'trouble swallowing', 'bad taste mouth', 'upset stomach', 'backflow food liquid stomach mouth', 'severe pain chest belly', 'persistent upset stomach', 'vomiting', 'poop pass gas']"
her2-positive breast cancer,"['breast swelling', 'change shape', 'skin irritation dimpling', 'pain breast nipple', 'redness thickness nipple breast skin', 'discharge nipple breast milk', 'abemaciclib', 'fam trastuzumab deruxtecan', 'margetuximab', 'pertuzumab', 'pertuzumab trastuzumab hyaluronidase zzxf', 'trastuzumab hyaluronidase', 'dm1']"
ventricular septal defect,"['fast breathing', 'sweating', 'pallor', 'fast heartbeatsdecreased feeding', 'poor weight gain', 'fainting', 'shortness breath', 'chest pain', 'bluish discoloration skin cyanosis', 'medication prescribed depends severity symptoms', 'goal therapy reduce symptoms congestive heart failure poor growth development', 'routine antibiotic use warranted dental surgery invasive procedure vsd still present closure']"
hepatocellular carcinoma,"['pain upper right part belly', 'lump feeling heaviness upper belly', 'bloating swelling belly', 'loss appetite feelings fullness', 'weight loss', 'weakness deep fatigue', 'nausea vomiting', 'yellow skin eyes', 'pale chalky bowel movements dark urine', 'fever']"
altitude sickness,"['loss coordination trouble', 'severe', 'tightening chest', 'confusion', 'shortness breath even rest', 'inability walk', 'coma']"
hemophilia b,"['nosebleeds', 'lots blood loss small cuts', 'long term bleeding mouth biting', 'bleeding cut injury starts stopping', 'blood pee stool', 'large', 'headache', 'neck pain', 'vomiting', 'sleepiness', 'sudden weakness problems walking']"
hemophilia,"['pregnancy', 'autoimmune conditions', 'cancer', 'multiple sclerosis', 'surgery another procedure like tooth pulled', 'childbirth', 'serious injury', 'period']"
signs labor,"['mood swings', 'anxiety', 'irritability', 'impatience']"
hay fever,"['tree pollens typically appear early spring', 'grasses shed pollen late spring summer', 'ragweed makes pollen fall', 'indoor allergies might get worse winter', 'indoor outdoor molds along pet dander might trigger symptoms year round', 'stay indoors much possible peak pollen counts windy days ragweed highest morning tree grass pollens peak early evening', 'close windows use air conditioner', 'wear glasses sunglasses keep pollen eyes', 'wear mask work outdoors']"
hashimoto's thyroiditis,"['weight gain', 'fatigue', 'paleness puffiness face', 'joint', 'constipation', 'inability get warm', 'difficulty', 'hair loss thinning brittle', 'irregular heavy menstrual periods', 'depression', 'slowed heart rate', 'muscle aches tenderness', 'problems memory concentration', 'enlarged tongue']"
irritable bowel syndrome (ibs),"['diarrhea often described violent episodes diarrhea', 'constipation', 'constipation alternating diarrhea', 'belly pains', 'lot', 'harder looser stools normal pellets flat ribbon stools', 'belly sticks', 'mucus poop', 'feeling like still need poop', 'food intolerance', 'tiredness', 'anxiety', 'depression', 'heartburn', 'headaches', 'needing pee lot', 'rectal bleeding', 'weight loss', 'fever vomiting anemia', 'food allergies', 'medications', 'infection', 'enzyme deficiencies', 'inflammatory bowel diseases like ulcerative colitis crohn disease', 'flexible', 'upper', 'rays', 'blood tests look', 'stool tests blood infections', 'tests lactose intolerance', 'tests look problems bowel muscles', 'avoid', 'add fiber diet foods like fruits vegetables', 'drink least three four glasses', 'smoke', 'learn relax either getting', 'limit much milk', 'eat smaller meals often instead big meals', 'keep record foods eat figure foods bring bouts ibs', 'antispasmodics', 'antidepressants', 'probiotics', 'linaclotide', 'lubiprostone', 'plecanatide trulance', 'polyethylene glycol peg', 'tegaserod', 'tenapanor ibsrela', 'alosetron', 'bile acid sequestrants', 'eluxadoline viberzi', 'loperamide']"
hand foot mouth disease (hfmd),"['fever', 'sore throat', 'feeling unwell', 'loss appetite', 'fatigue', 'crankiness', 'flat spots sores knees elbows buttocks']"
